,country,state,category_name,site_id,category,title,price,original_price,available_quantity,sold_quantity,condition,accepts_mercadopago,shipping_state,order_backend,tags
23,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Athos Helmets Action Condor - Integral Rojo Mate,Accesorios para Vehículos,540000.0,,50,0,new,False,True,24,"['dragged_bids_and_visits', 'good_quality_picture']"
24,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Mt Helmets Hardcore Antracite Griss Mate,Accesorios para Vehículos,595000.0,,1,0,new,False,True,25,"['dragged_bids_and_visits', 'good_quality_picture']"
25,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Athos Helmets Action Integral Negro Mate Solid,Accesorios para Vehículos,540000.0,,50,0,new,False,True,26,"['dragged_bids_and_visits', 'good_quality_picture']"
26,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Mt Helmets Thunder 3 Sv Pitlane C5 Rojo Mate,Accesorios para Vehículos,690000.0,,150,0,new,False,True,27,"['dragged_bids_and_visits', 'good_quality_picture']"
27,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Radiador De Aceite ,Accesorios para Vehículos,650000.0,,1,0,new,False,False,28,['good_quality_picture']
28,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Cojinete Columna De Suspesion (torreta),Accesorios para Vehículos,400000.0,,1,0,new,False,False,29,['good_quality_picture']
29,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Buje Aluminio ,Accesorios para Vehículos,250000.0,,1,0,new,False,False,30,['good_quality_picture']
30,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Comando Central Levanta Vidrio W202,Accesorios para Vehículos,400000.0,,1,0,new,False,False,31,['good_quality_picture']
31,Paraguay,No_available,Accesorios para Vehículos,MPY,Actualizacion Gps Ford Ranger Mapas Mercosur Wince,Accesorios para Vehículos,10.0,,50,0,new,False,False,32,['good_quality_picture']
32,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Bmw 1 E82 3 E90 X1 E84 X5 E70 X6 E71 Joystick Controlador De,Accesorios para Vehículos,1800000.0,,1,0,used,False,False,33,['good_quality_picture']
33,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Control De Navegacion Unidad Con Boton ,Accesorios para Vehículos,1100000.0,,1,0,used,False,False,34,['good_quality_picture']
34,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Athos Helmets Honor Modular Negro Brilloso,Accesorios para Vehículos,750000.0,,1,0,new,False,True,35,"['good_quality_picture', 'dragged_bids_and_visits']"
35,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Buje Ml164,Accesorios para Vehículos,450000.0,,1,0,new,False,False,36,['good_quality_picture']
36,Paraguay,Presidente Franco,Accesorios para Vehículos,MPY,Estator Ybr 125 (2000)-2001 ,Accesorios para Vehículos,175000.0,,50,0,new,False,True,37,['poor_quality_picture']
37,Paraguay,No_available,Accesorios para Vehículos,MPY,Semieje Completo Toyota Hilux/fortuner 2016 Adelante,Accesorios para Vehículos,1500000.0,,1,0,used,False,False,38,['good_quality_picture']
38,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Termostato Del Refrigerante,Accesorios para Vehículos,250000.0,,1,0,new,False,False,39,['good_quality_picture']
39,Paraguay,No_available,Accesorios para Vehículos,MPY,Actualizacion De Gps Moto Garmin Zumo Mapas Mercosur,Accesorios para Vehículos,10.0,,50,0,new,False,False,40,['good_quality_picture']
40,Paraguay,No_available,Accesorios para Vehículos,MPY,Actualizacion Gps Radio Con Sistema Android Igo,Accesorios para Vehículos,10.0,,50,0,new,False,False,41,['good_quality_picture']
41,Paraguay,Villa Hayes,Accesorios para Vehículos,MPY,Suzuki Fuera De Borda 2 Tiempos 15 Hp Con Caña Del Timón,Accesorios para Vehículos,2100.0,,1,0,new,False,False,42,['poor_quality_picture']
42,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Mt Helmets Le Mans Platenamber White Y Blue Brilloso,Accesorios para Vehículos,595000.0,,50,0,new,False,True,43,"['dragged_bids_and_visits', 'poor_quality_picture']"
43,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Mt Helmets Le Mans Divenire Mate Negro Y Rojo,Accesorios para Vehículos,595000.0,,1,0,new,False,True,44,"['dragged_bids_and_visits', 'good_quality_picture']"
44,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Athos Helmets Action Condor - Integral Verde Mate,Accesorios para Vehículos,540000.0,,50,0,new,False,True,45,"['dragged_bids_and_visits', 'good_quality_picture']"
45,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Mt Helmets Ttargo Doppler A2 Verde Fluor Mate,Accesorios para Vehículos,590000.0,,200,0,new,False,True,46,"['dragged_bids_and_visits', 'good_quality_picture']"
46,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Sellador Líquido Threebond,Accesorios para Vehículos,30000.0,,1,0,new,False,False,47,['good_quality_picture']
47,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Árbol De Transmisión Articulación  Bmw X5 E53,Accesorios para Vehículos,600000.0,,1,0,new,False,False,48,['good_quality_picture']
48,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Brazo Aluminio ,Accesorios para Vehículos,420000.0,,1,0,new,False,False,49,['good_quality_picture']
49,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Comando Central Levanta Vidrio,Accesorios para Vehículos,600000.0,,1,0,new,False,False,50,['good_quality_picture']
50,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Reservorio De Agua Radiador,Accesorios para Vehículos,350000.0,,1,0,new,False,False,1,['good_quality_picture']
51,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Comando Central De Levanta Vidrio W163,Accesorios para Vehículos,550000.0,,1,0,new,False,False,2,['good_quality_picture']
52,Paraguay,No_available,Accesorios para Vehículos,MPY,Actualizacion Gps Radio Con Sistema Igo Wince,Accesorios para Vehículos,10.0,,50,0,new,False,False,3,['good_quality_picture']
53,Paraguay,No_available,Accesorios para Vehículos,MPY,Motores Para Portones Eléctricos De La Marca Unisystem,Accesorios para Vehículos,500000.0,,1,0,used,False,False,4,['good_quality_picture']
54,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Mt Helmets Le Mans Negro Mate Solid,Accesorios para Vehículos,595000.0,,1,0,new,False,True,5,"['dragged_bids_and_visits', 'good_quality_picture']"
55,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Medidor De Masa De Aire(caudalimetro),Accesorios para Vehículos,600000.0,,1,0,new,False,False,6,['good_quality_picture']
56,Paraguay,Tablada Nueva,Accesorios para Vehículos,MPY,6.5hp 4 Stroke Outboard Motor Boat Engine + Propeller,Accesorios para Vehículos,800.0,,50,0,new,False,True,7,['good_quality_picture']
57,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Extremo De Dirreccion (muñequin),Accesorios para Vehículos,150000.0,,1,0,new,False,False,8,['good_quality_picture']
58,Paraguay,Tablada Nueva,Accesorios para Vehículos,MPY,New Suzuki Df175a Outboard Motor Efi 3+3,Accesorios para Vehículos,9400.0,,50,0,new,False,True,9,['good_quality_picture']
59,Paraguay,Villa Hayes,Accesorios para Vehículos,MPY,Suzuki Fuera De Borda 2 Tiempos 40 Hp Con Caña Del Timón,Accesorios para Vehículos,4250.0,,1,0,new,False,False,10,['poor_quality_picture']
60,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Athos Helmets Action Condor - Integral Negro Mate,Accesorios para Vehículos,540000.0,,50,0,new,False,True,11,"['dragged_bids_and_visits', 'good_quality_picture']"
61,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Mt Helmets Le Mans Flaming Mate Fluor Naranja Y Negro,Accesorios para Vehículos,595000.0,,1,0,new,False,True,12,"['dragged_bids_and_visits', 'good_quality_picture']"
62,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Mt Helmets Le Mans Numerplate Blue Y Orange,Accesorios para Vehículos,595000.0,,1,0,new,False,True,13,"['dragged_bids_and_visits', 'good_quality_picture']"
63,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Mt Helmets Le Mans Hipster Green Brilloso ,Accesorios para Vehículos,595000.0,,1,0,new,False,True,14,"['dragged_bids_and_visits', 'good_quality_picture']"
64,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Athos Helmets Action Negro Solid Brilloso,Accesorios para Vehículos,540000.0,,50,0,new,False,True,15,"['dragged_bids_and_visits', 'good_quality_picture']"
65,Paraguay,No_available,Accesorios para Vehículos,MPY,Actualizacion Gps Renault Media Nav Version 7.05 A 9.1.3,Accesorios para Vehículos,15.0,,50,0,new,False,False,16,['good_quality_picture']
66,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Conjunto De Lluvia Pvc Forrado,Accesorios para Vehículos,80000.0,,1,0,new,False,False,17,['good_quality_picture']
67,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Mt Helmets Le Mans Sv Outlander Blanco Perla,Accesorios para Vehículos,595000.0,,1,0,new,False,True,18,"['dragged_bids_and_visits', 'good_quality_picture']"
68,Paraguay,Ciudad del Este,Accesorios para Vehículos,MPY,Casco Mt Helmets Le Mans Flaming Brilloso Naranja Y Negro,Accesorios para Vehículos,595000.0,,200,0,new,False,True,19,"['dragged_bids_and_visits', 'good_quality_picture']"
69,Paraguay,No_available,Accesorios para Vehículos,MPY,Actualizacion Gps Radio Byd F3 S6 Mapas Mercosur Wince,Accesorios para Vehículos,10.0,,50,0,new,False,False,20,['good_quality_picture']
70,Paraguay,Villa Hayes,Accesorios para Vehículos,MPY,"Suzuki Fuera De Borda 4 Tiempos 2,5 Hp Con Caña Del Timón",Accesorios para Vehículos,850.0,,1,0,new,False,False,21,['poor_quality_picture']
71,Paraguay,No_available,Accesorios para Vehículos,MPY,Faros De Nissan Versa ,Accesorios para Vehículos,350000.0,,1,0,used,False,False,22,['good_quality_picture']
72,Paraguay,No_available,Accesorios para Vehículos,MPY,Faro Delantero De Hyundai H1 ,Accesorios para Vehículos,450000.0,,1,0,used,False,False,23,['good_quality_picture']
73,Paraguay,No_available,Accesorios para Vehículos,MPY,Faros Y Parrilla De Mazda Bt-50,Accesorios para Vehículos,350000.0,,1,0,used,False,False,24,['good_quality_picture']
74,Paraguay,No_available,Accesorios para Vehículos,MPY,Actualizacion Gps Chinos Marca X-view Bak Con Sistema Igo,Accesorios para Vehículos,10.0,,50,0,new,False,False,25,['good_quality_picture']
75,Paraguay,Villa Hayes,Accesorios para Vehículos,MPY,Suzuki Fuera De Borda 2 Tiempos 30 Hp Con Caña Del Timón,Accesorios para Vehículos,3100.0,,1,0,new,False,False,26,['poor_quality_picture']
76,Paraguay,No_available,Accesorios para Vehículos,MPY,"Faros, Puerta Trasera Y Paragolpe Trasero De Kia Soul ",Accesorios para Vehículos,450000.0,,1,0,used,False,False,27,['good_quality_picture']
77,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee Adventure 110 80 19 59v Envío Gratis,Accesorios para Vehículos,122.0,,1,0,new,False,True,28,['good_quality_picture']
78,Paraguay,No_available,Accesorios para Vehículos,MPY,Actualizacion De Gps Garmin Mapas Del Mercosur,Accesorios para Vehículos,10.0,,50,0,new,False,False,29,['good_quality_picture']
79,Paraguay,No_available,Accesorios para Vehículos,MPY,Actualizacion De Gps Reloj Garmin Fenix Mapa Topografico,Accesorios para Vehículos,10.0,,50,0,new,False,False,30,['good_quality_picture']
80,Paraguay,No_available,Accesorios para Vehículos,MPY,Mapas Topograficos Para Gps Gramin Extres Montana Oregon,Accesorios para Vehículos,10.0,,50,0,new,False,False,31,['good_quality_picture']
81,Paraguay,No_available,Accesorios para Vehículos,MPY,Vendo Faros De Jeep Grand Cherokee Año 2014,Accesorios para Vehículos,2800000.0,,1,0,used,False,False,32,['good_quality_picture']
82,Paraguay,No_available,Accesorios para Vehículos,MPY,Faros De Kia ,Accesorios para Vehículos,1.0,,1,0,used,False,False,33,['good_quality_picture']
83,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee3 140 80 17 69h Envío Gratis 140/80/17,Accesorios para Vehículos,166.0,,1,0,new,False,False,34,['good_quality_picture']
84,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee Adventure 120 70 19 59v Envío Gratis,Accesorios para Vehículos,148.0,,1,0,new,False,True,35,['good_quality_picture']
85,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee Adventure 1507018 70v 1509017 69v,Accesorios para Vehículos,171.0,,1,0,new,False,True,36,['good_quality_picture']
86,Paraguay,No_available,Accesorios para Vehículos,MPY,Mapas Para Gps Con Sistema Igo Mercosur,Accesorios para Vehículos,10.0,,50,0,new,False,False,37,['good_quality_picture']
87,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee3 110 80 19 59v Envio Gratis,Accesorios para Vehículos,130.0,,1,0,new,False,True,38,['good_quality_picture']
88,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee3 170 60 17 70 V Envío Gratis 170/60/17,Accesorios para Vehículos,225.0,,1,0,new,False,False,39,['good_quality_picture']
89,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee Adventure 90 90 21 54v Envío Gratis,Accesorios para Vehículos,198.0,,1,0,new,False,True,40,['good_quality_picture']
90,Paraguay,Encarnación,Accesorios para Vehículos,MPY,Moto Cargador Luz Puerto Usb ,Accesorios para Vehículos,35000.0,,1,0,new,False,False,41,['good_quality_picture']
91,Paraguay,No_available,Accesorios para Vehículos,MPY,Mapas Para Gps Garmin Cobertura Mercosur,Accesorios para Vehículos,10.0,,50,0,new,False,False,42,['good_quality_picture']
92,Paraguay,No_available,Accesorios para Vehículos,MPY,Actualizacion Gps Dfm Joyear X3 Igo Wince Mapas Mercosur,Accesorios para Vehículos,10.0,,50,0,new,False,False,43,['good_quality_picture']
93,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee3 120 70 19 60v Delantera Envio Gratis,Accesorios para Vehículos,139.0,,1,0,new,False,False,44,['poor_quality_picture']
94,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee3 90 90 21 54v Envio Gratis 90/90/21,Accesorios para Vehículos,111.0,,1,0,new,False,True,45,['good_quality_picture']
95,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee Adventure 170/60 17 72v Envio Gratis,Accesorios para Vehículos,206.0,,1,0,new,False,True,46,['good_quality_picture']
96,Paraguay,Encarnación,Accesorios para Vehículos,MPY,Estéreo Para Autos Ecopower,Accesorios para Vehículos,140000.0,,1,0,new,False,False,47,['poor_quality_picture']
97,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee3 110 80 19 59r Envio Gratis,Accesorios para Vehículos,161.0,,1,0,new,False,True,48,['good_quality_picture']
98,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee Wild 120 70 19 60r Envio Gratis,Accesorios para Vehículos,153.0,,1,0,new,False,True,49,['good_quality_picture']
99,Paraguay,Mariano Roque Alonso,Accesorios para Vehículos,MPY,Michelin Anakee Wild 150 70 17 69r Envio Gratis,Accesorios para Vehículos,199.0,,1,0,new,False,True,50,['good_quality_picture']
100,Paraguay,No_available,Agro,MPY,Miel De Abeja En Tambores,Agro,9000000.0,,1,0,new,False,False,1,['good_quality_picture']
101,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd150a | Peletizadora  Diesel | Envío A Todo Paraguay,Agro,2445.0,,1,0,new,False,False,2,['good_quality_picture']
102,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd200c | Peletizadora  Eléctrica | Envío A Todo Paraguay,Agro,3235.0,,1,0,new,False,False,3,['good_quality_picture']
103,Paraguay,No_available,Agro,MPY,Vendo Silage De Maiz 7 Hectareas,Agro,400.0,,1,0,new,False,False,4,['good_quality_picture']
104,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd120a | Peletizadora  Diesel | Envío A Todo Paraguay,Agro,2250.0,,1,0,new,False,False,5,['good_quality_picture']
105,Paraguay,No_available,Agro,MPY,Carpas - Silo Bolsas Usadas,Agro,20000.0,,1,0,used,False,False,6,['good_quality_picture']
106,Paraguay,Hernandarias,Agro,MPY,Indicador Para Balanzas Electrónicas Wt 27 R Gráfico ,Agro,9900000.0,,1,0,new,False,True,7,['good_quality_picture']
107,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd150c | Peletizadora  Eléctrica | Envío A Todo Paraguay,Agro,2613.0,,1,0,new,False,False,8,['good_quality_picture']
108,Paraguay,Ciudad Nueva,Agro,MPY,Mkop-68 | Prensas De Aceite | 30-40 Kg/hr,Agro,2500.0,,1,0,new,False,False,9,['good_quality_picture']
109,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd150b | Peletizadora  Eléctrica | Envío A Todo Paraguay,Agro,2100.0,,1,0,new,False,False,10,['good_quality_picture']
110,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd230a | Peletizadora  Diesel | Envío A Todo Paraguay,Agro,5329.0,,1,0,new,False,False,11,['good_quality_picture']
111,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd400a | Peletizadora  Diesel | Envío A Todo Paraguay,Agro,15325.0,,1,0,new,False,False,12,['good_quality_picture']
112,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd300c | Peletizadora  Eléctrica | Envío A Todo Paraguay,Agro,7419.0,,1,0,new,False,False,13,['good_quality_picture']
113,Paraguay,Ciudad Nueva,Agro,MPY,Mked120b | Extrusora Para Alimentos | 500 - 600 Kg/hora ,Agro,31250.0,,1,0,new,False,False,14,['good_quality_picture']
114,Paraguay,Hernandarias,Agro,MPY,Indicador Para Balanzas Electrónicas Wt 3000 Ir Abs Uranopy,Agro,2900000.0,,1,0,new,False,True,15,['good_quality_picture']
115,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd260a | Peletizadora  Diesel | Envío A Todo Paraguay,Agro,8850.0,,1,0,new,False,False,16,['good_quality_picture']
116,Paraguay,Ciudad Nueva,Agro,MPY,Mkbc08 | Prensa Para Carbón |  8 Ton/h,Agro,27098.0,,1,0,new,False,False,17,['good_quality_picture']
117,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd120b | Peletizadora  Eléctrica | Envío A Todo Paraguay,Agro,1900.0,,1,0,new,False,False,18,['good_quality_picture']
118,Paraguay,Ciudad Nueva,Agro,MPY,Mkop-80 | Prensas De Aceite | 80-125 Kg/hr,Agro,4625.0,,1,0,new,False,False,19,['good_quality_picture']
119,Paraguay,Ciudad Nueva,Agro,MPY,Mkop-165 | Prensas De Aceite | 600-850 Kg/hr,Agro,12962.0,,1,0,new,False,False,20,['good_quality_picture']
120,Paraguay,Ciudad Nueva,Agro,MPY,Mkop-130 | Prensas De Aceite | 350-500 Kg/hr,Agro,9857.0,,1,0,new,False,False,21,['good_quality_picture']
121,Paraguay,Hernandarias,Agro,MPY,Caixa De Junção 10 Vias Inox Básculas,Agro,1600500.0,,1,0,new,False,True,22,['good_quality_picture']
122,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd200b | Peletizadora  Eléctrica | Envío A Todo Paraguay,Agro,2950.0,,1,0,new,False,False,23,['good_quality_picture']
123,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd400p | Peletizadora  Pto | Envío A Todo Paraguay,Agro,9125.0,,1,0,new,False,False,24,['good_quality_picture']
124,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd300p | Peletizadora  Pto | Envío A Todo Paraguay,Agro,6150.0,,1,0,new,False,False,25,['good_quality_picture']
125,Paraguay,Ciudad Nueva,Agro,MPY,Mkbc06 | Prensa Para Carbón |  6 Ton/h,Agro,18470.0,,1,0,new,False,False,26,['good_quality_picture']
126,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd230c | Peletizadora  Eléctrica | Envío A Todo Paraguay,Agro,4311.0,,1,0,new,False,False,27,['good_quality_picture']
127,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd360c | Peletizadora  Eléctrica | Envío A Todo Paraguay,Agro,8820.0,,1,0,new,False,False,28,['good_quality_picture']
128,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd200a | Peletizadora  Diesel | Envío A Todo Paraguay,Agro,4485.0,,1,0,new,False,False,29,['good_quality_picture']
129,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd300a | Peletizadora  Diesel | Envío A Todo Paraguay,Agro,11833.0,,1,0,new,False,False,30,['good_quality_picture']
130,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd260b | Peletizadora  Eléctrica | Envío A Todo Paraguay,Agro,5450.0,,1,0,new,False,False,31,['good_quality_picture']
131,Paraguay,Ciudad Nueva,Agro,MPY,Mkbc04 | Prensa Para Carbón |  4 Ton/h,Agro,13196.0,,1,0,new,False,False,32,['good_quality_picture']
132,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd260c | Peletizadora  Eléctrica | Envío A Todo Paraguay,Agro,5760.0,,1,0,new,False,False,33,['good_quality_picture']
133,Paraguay,Ciudad Nueva,Agro,MPY,Mkfd360a | Peletizadora  Diesel | Envío A Todo Paraguay,Agro,13185.0,,1,0,new,False,False,34,['good_quality_picture']
134,Paraguay,Ciudad Nueva,Agro,MPY,Mkfy-60  | Molino De Granos | 600 Kg/h,Agro,7555.0,,1,0,new,False,False,35,['good_quality_picture']
135,Paraguay,Ciudad Nueva,Agro,MPY,Mkhm420c | Molino De Martillo | 300 - 400 Kg/h,Agro,3500.0,,1,0,new,False,False,36,['good_quality_picture']
136,Paraguay,Ciudad Nueva,Agro,MPY,Mkhm500c | Molino De Martillo | 900 - 1500 Kg/h,Agro,5200.0,,1,0,new,False,False,37,['good_quality_picture']
137,Paraguay,Ciudad Nueva,Agro,MPY,Mkfc-35 | Molino De Granos | 400 Kg/h,Agro,5593.0,,1,0,new,False,False,38,['good_quality_picture']
138,Paraguay,Ciudad Nueva,Agro,MPY,Mkfc-50 | Molino De Granos | 450 Kg/h,Agro,6875.0,,1,0,new,False,False,39,['good_quality_picture']
139,Paraguay,Ciudad Nueva,Agro,MPY,Mkop-95 | Prensas De Aceite | 150-200 Kg/hr,Agro,5131.0,,1,0,new,False,False,40,['good_quality_picture']
140,Paraguay,Ciudad Nueva,Agro,MPY,Mkfc-40 | Molino De Granos | 450 Kg/h,Agro,6071.0,,1,0,new,False,False,41,['good_quality_picture']
141,Paraguay,Ciudad Nueva,Agro,MPY,Mkop-160 | Prensas De Aceite | 550-700 Kg/hr,Agro,12962.0,,1,0,new,False,False,42,['good_quality_picture']
